team,team_efficiency,rest_days,betting_volume,win,game_date,score,season
Nets,1.1917170645756563,4,4098,1,2025-01-31 00:00:00,108,2024-2025
Nuggets,0.9193721035462958,4,6144,0,2025-01-31 00:00:00,86,2024-2025
Heat,1.1517318628785866,2,2700,1,2025-01-31 00:00:00,109,2024-2025
Suns,1.0478132216548364,3,5509,0,2025-01-31 00:00:00,91,2024-2025
Lakers,0.8117219572903867,4,3561,1,2025-01-30 00:00:00,95,2024-2025
76ers,0.917459485345261,4,4738,1,2025-01-30 00:00:00,114,2024-2025
Nets,0.8081786634854059,5,3538,0,2025-01-30 00:00:00,107,2024-2025
Suns,1.0521816612731307,3,1136,0,2025-01-30 00:00:00,93,2024-2025
Warriors,0.8901322593573872,2,4720,1,2025-01-30 00:00:00,125,2024-2025
Heat,0.9023306708779993,1,4628,0,2025-01-30 00:00:00,94,2024-2025
Mavericks,0.9665389667490968,4,3852,0,2025-01-30 00:00:00,95,2024-2025
Celtics,0.8032623208572944,5,4121,1,2025-01-30 00:00:00,97,2024-2025
Nuggets,1.1570936173058062,3,3831,0,2025-01-30 00:00:00,104,2024-2025
Bucks,1.1197224528955667,5,7699,1,2025-01-30 00:00:00,115,2024-2025
Heat,0.9351301489731003,4,1304,0,2025-01-29 00:00:00,95,2024-2025
Lakers,1.1849548155407046,3,2791,1,2025-01-29 00:00:00,127,2024-2025
Nets,1.0739974550235405,3,4746,0,2025-01-29 00:00:00,104,2024-2025
Warriors,1.1917158020556418,4,6747,0,2025-01-29 00:00:00,116,2024-2025
76ers,0.9889714340359789,1,2584,1,2025-01-29 00:00:00,126,2024-2025
Bucks,1.0991551431669073,2,4808,1,2025-01-29 00:00:00,119,2024-2025
Nuggets,0.8541246153191133,5,7805,0,2025-01-29 00:00:00,105,2024-2025
Celtics,1.1235662875671957,3,8962,1,2025-01-29 00:00:00,129,2024-2025
Mavericks,1.189299926085913,4,9689,0,2025-01-29 00:00:00,87,2024-2025
Suns,1.058993039329234,3,7673,1,2025-01-29 00:00:00,95,2024-2025
Suns,1.1741698537445904,4,5822,1,2025-01-28 00:00:00,128,2024-2025
Mavericks,1.0254702824660038,3,7411,1,2025-01-28 00:00:00,115,2024-2025
Nuggets,0.877879645185464,2,2054,0,2025-01-28 00:00:00,101,2024-2025
Celtics,1.1833017755945965,5,3090,0,2025-01-28 00:00:00,90,2024-2025
Warriors,1.090579013308674,5,4963,1,2025-01-28 00:00:00,122,2024-2025
Lakers,0.8015355464307876,4,2494,0,2025-01-28 00:00:00,110,2024-2025
Heat,1.156585517891194,5,2490,1,2025-01-28 00:00:00,110,2024-2025
Nets,0.8569794632075272,5,5352,0,2025-01-28 00:00:00,96,2024-2025
Bucks,1.0493593592391866,5,8496,0,2025-01-27 00:00:00,91,2024-2025
Nuggets,1.0072030622054653,1,8739,0,2025-01-27 00:00:00,102,2024-2025
Heat,1.1908160706035043,3,1940,1,2025-01-27 00:00:00,105,2024-2025
Warriors,1.1220341925630022,2,1386,1,2025-01-27 00:00:00,93,2024-2025
76ers,0.8534813648528651,4,8316,0,2025-01-27 00:00:00,114,2024-2025
Suns,0.8790480717799292,2,6884,1,2025-01-27 00:00:00,125,2024-2025
Lakers,1.0146485485953836,3,1725,1,2025-01-27 00:00:00,125,2024-2025
Nets,1.0403225490457095,2,1991,0,2025-01-27 00:00:00,114,2024-2025
Nuggets,1.1817672234219097,3,4559,1,2025-01-26 00:00:00,118,2024-2025
Mavericks,0.910620258827468,1,3252,0,2025-01-26 00:00:00,109,2024-2025
Celtics,0.8721386955124693,1,8108,0,2025-01-26 00:00:00,126,2024-2025
Heat,1.0142712636248827,1,5213,1,2025-01-26 00:00:00,127,2024-2025
Lakers,0.9893643484670454,1,6709,0,2025-01-26 00:00:00,93,2024-2025
Nets,0.8453234752691416,1,4215,1,2025-01-26 00:00:00,96,2024-2025
Warriors,0.8401057986705113,5,2842,1,2025-01-26 00:00:00,128,2024-2025
76ers,1.1324381824068104,4,9359,0,2025-01-26 00:00:00,110,2024-2025
Warriors,1.0264882852143522,3,5007,1,2025-01-25 00:00:00,104,2024-2025
Heat,0.9545137790488685,4,6366,0,2025-01-25 00:00:00,98,2024-2025
Nuggets,1.001801586182567,2,5847,1,2025-01-25 00:00:00,122,2024-2025
Nets,1.176067331411147,5,7048,0,2025-01-25 00:00:00,93,2024-2025
Mavericks,1.0047739230520754,2,4126,1,2025-01-25 00:00:00,109,2024-2025
Celtics,1.1901921398808633,2,9629,0,2025-01-25 00:00:00,105,2024-2025
76ers,0.9783906974876199,3,3902,0,2025-01-25 00:00:00,103,2024-2025
Lakers,1.0739729757217495,1,5887,1,2025-01-25 00:00:00,127,2024-2025
Suns,1.1255041573093614,2,9401,0,2025-01-25 00:00:00,120,2024-2025
Bucks,1.045284660447762,2,2676,1,2025-01-25 00:00:00,129,2024-2025
Lakers,1.0379089792064509,3,9621,0,2025-01-24 00:00:00,108,2024-2025
Mavericks,1.00446396873999,5,1251,1,2025-01-24 00:00:00,118,2024-2025
Nets,1.0112846881987703,1,4305,0,2025-01-24 00:00:00,103,2024-2025
Warriors,1.07869314578861,4,8620,1,2025-01-24 00:00:00,112,2024-2025
Bucks,1.1492158463628,4,6054,1,2025-01-24 00:00:00,99,2024-2025
Suns,1.138039877661555,3,3856,0,2025-01-24 00:00:00,92,2024-2025
Heat,0.9100663644308151,3,6837,1,2025-01-24 00:00:00,91,2024-2025
76ers,1.1934010619726827,2,3775,0,2025-01-24 00:00:00,85,2024-2025
76ers,1.151135334760324,3,6533,1,2025-01-23 00:00:00,113,2024-2025
Bucks,0.9041215574878214,5,1524,1,2025-01-23 00:00:00,124,2024-2025
Suns,1.1224478665340885,3,5457,0,2025-01-23 00:00:00,87,2024-2025
Celtics,0.8083137634138923,2,4124,0,2025-01-23 00:00:00,94,2024-2025
Warriors,0.9530044733940182,4,3852,1,2025-01-23 00:00:00,116,2024-2025
Mavericks,0.9172140864683335,1,6325,1,2025-01-23 00:00:00,109,2024-2025
Nuggets,1.1272020696523513,2,3069,0,2025-01-23 00:00:00,112,2024-2025
Lakers,0.8040751791213462,5,6163,0,2025-01-23 00:00:00,106,2024-2025
Suns,1.1199722773249368,5,9203,0,2025-01-22 00:00:00,86,2024-2025
Mavericks,0.9956979515359189,1,6129,1,2025-01-22 00:00:00,111,2024-2025
Nets,0.8270183379200491,4,6244,1,2025-01-22 00:00:00,117,2024-2025
Nuggets,0.8744194153462673,4,3786,0,2025-01-22 00:00:00,114,2024-2025
Lakers,0.9580054200469913,1,3968,0,2025-01-22 00:00:00,98,2024-2025
Warriors,1.0058674629133808,4,9363,1,2025-01-22 00:00:00,105,2024-2025
76ers,0.8347241638594983,2,7233,1,2025-01-22 00:00:00,111,2024-2025
Celtics,0.8997230070007699,2,2696,0,2025-01-22 00:00:00,103,2024-2025
Bucks,1.035698009537995,2,7602,0,2025-01-21 00:00:00,111,2024-2025
Celtics,0.8585840842015156,2,8057,0,2025-01-21 00:00:00,92,2024-2025
Suns,0.8807839846795736,3,1457,1,2025-01-21 00:00:00,113,2024-2025
Heat,1.0369786722242869,1,6684,1,2025-01-21 00:00:00,114,2024-2025
Nets,1.0745578733278278,5,6381,1,2025-01-21 00:00:00,118,2024-2025
Warriors,1.1607347315600078,5,6380,0,2025-01-21 00:00:00,110,2024-2025
Nuggets,0.8530036484858798,1,5407,1,2025-01-21 00:00:00,116,2024-2025
Mavericks,0.8430625224165091,1,3394,0,2025-01-21 00:00:00,103,2024-2025
Heat,1.0235430505346284,1,4175,0,2025-01-20 00:00:00,107,2024-2025
Lakers,1.0894714826342378,5,9106,1,2025-01-20 00:00:00,124,2024-2025
Celtics,1.0674490598397073,2,7580,1,2025-01-20 00:00:00,106,2024-2025
Warriors,0.8810968558742841,2,6589,0,2025-01-20 00:00:00,104,2024-2025
Mavericks,0.8048526077711583,5,5998,0,2025-01-20 00:00:00,87,2024-2025
Nets,1.15885271121093,3,2987,1,2025-01-20 00:00:00,116,2024-2025
76ers,0.8045564017043206,1,9872,1,2025-01-20 00:00:00,114,2024-2025
Bucks,1.110363521104933,4,5178,0,2025-01-20 00:00:00,86,2024-2025
Lakers,0.8603880211893249,2,8731,0,2025-01-19 00:00:00,98,2024-2025
Nuggets,0.9326134793922555,3,6459,1,2025-01-19 00:00:00,108,2024-2025
Suns,1.0491319392305307,5,2831,0,2025-01-19 00:00:00,106,2024-2025
Bucks,1.0078226475485694,3,6118,1,2025-01-19 00:00:00,129,2024-2025
Warriors,0.8441154627185847,2,2863,0,2025-01-19 00:00:00,101,2024-2025
Nets,0.9489495122706328,3,5574,1,2025-01-19 00:00:00,120,2024-2025
Celtics,0.8596736144843945,5,2579,0,2025-01-19 00:00:00,101,2024-2025
Mavericks,1.0458461340219627,1,5610,1,2025-01-19 00:00:00,113,2024-2025
76ers,1.0526251952331096,1,4111,1,2025-01-18 00:00:00,116,2024-2025
Mavericks,1.107594065588369,5,3956,1,2025-01-18 00:00:00,114,2024-2025
Heat,1.1801830984379822,3,9643,0,2025-01-18 00:00:00,105,2024-2025
Warriors,1.07936204585336,1,1709,0,2025-01-18 00:00:00,90,2024-2025
Nets,1.1920700348025874,2,6610,1,2025-01-18 00:00:00,97,2024-2025
Nuggets,0.933218344318488,1,5505,0,2025-01-18 00:00:00,97,2024-2025
Bucks,1.1588263125189817,3,4190,1,2025-01-18 00:00:00,118,2024-2025
Lakers,0.8715079871786697,4,2861,0,2025-01-18 00:00:00,99,2024-2025
Suns,1.152744555143221,5,8899,1,2025-01-18 00:00:00,116,2024-2025
Celtics,0.9404129019362805,4,3557,0,2025-01-18 00:00:00,98,2024-2025
Warriors,0.8357766944872744,1,7286,1,2025-01-17 00:00:00,104,2024-2025
Nets,1.0473320722144492,3,7276,0,2025-01-17 00:00:00,95,2024-2025
Nuggets,1.0375052578527257,3,1421,1,2025-01-17 00:00:00,109,2024-2025
76ers,0.9271732278644884,4,3161,0,2025-01-17 00:00:00,103,2024-2025
Suns,0.9629291861356664,4,8577,1,2025-01-17 00:00:00,107,2024-2025
Celtics,0.862089736571349,5,2418,0,2025-01-17 00:00:00,98,2024-2025
Heat,1.09282163219485,5,2245,0,2025-01-17 00:00:00,85,2024-2025
Lakers,1.1054965649809347,2,8004,1,2025-01-17 00:00:00,103,2024-2025
Bucks,0.8201909158691849,4,6622,0,2025-01-17 00:00:00,92,2024-2025
Mavericks,1.152187451086185,2,7255,1,2025-01-17 00:00:00,94,2024-2025
Nuggets,0.8677443489719634,5,9765,1,2025-01-16 00:00:00,96,2024-2025
Heat,0.8357935910922146,4,2074,1,2025-01-16 00:00:00,120,2024-2025
Bucks,1.132830174884044,1,9557,1,2025-01-16 00:00:00,113,2024-2025
Celtics,1.1093214628277333,5,1929,0,2025-01-16 00:00:00,108,2024-2025
Warriors,1.0011861538947973,1,1776,0,2025-01-16 00:00:00,90,2024-2025
Nets,0.9712433956598738,5,9867,0,2025-01-16 00:00:00,100,2024-2025
76ers,0.898935798877289,4,1204,0,2025-01-16 00:00:00,118,2024-2025
Lakers,0.972520256026032,5,2636,1,2025-01-16 00:00:00,127,2024-2025
Mavericks,0.8466397278207308,4,4842,0,2025-01-16 00:00:00,104,2024-2025
Suns,0.8384152485884526,5,3036,1,2025-01-16 00:00:00,118,2024-2025
Celtics,1.1256174315472427,4,5207,0,2025-01-15 00:00:00,104,2024-2025
Mavericks,1.0174983694439859,2,7226,1,2025-01-15 00:00:00,105,2024-2025
Nuggets,0.9297652422390991,2,9771,1,2025-01-15 00:00:00,107,2024-2025
Heat,0.9599358874755967,3,4236,0,2025-01-15 00:00:00,97,2024-2025
Warriors,0.9582891824381833,1,1860,1,2025-01-15 00:00:00,93,2024-2025
Bucks,1.1261636939073287,3,3884,0,2025-01-15 00:00:00,90,2024-2025
Suns,0.866262817555479,1,2336,1,2025-01-15 00:00:00,105,2024-2025
Lakers,0.8648774161180631,3,9455,0,2025-01-15 00:00:00,98,2024-2025
76ers,0.8133421345337499,3,6475,0,2025-01-15 00:00:00,116,2024-2025
Nets,0.9799347958153163,5,5343,1,2025-01-15 00:00:00,122,2024-2025
Celtics,1.1907766521053573,5,7342,1,2025-01-14 00:00:00,115,2024-2025
Heat,1.1641606249942111,1,6373,0,2025-01-14 00:00:00,86,2024-2025
Lakers,0.9550125620042735,1,4169,1,2025-01-14 00:00:00,120,2024-2025
76ers,1.0989314599634377,5,6958,0,2025-01-14 00:00:00,94,2024-2025
Mavericks,1.0099411841500754,3,9143,1,2025-01-14 00:00:00,116,2024-2025
Bucks,0.9266759408362716,1,3301,0,2025-01-14 00:00:00,86,2024-2025
Warriors,1.0815968728653171,3,5735,1,2025-01-14 00:00:00,118,2024-2025
Nets,0.8386490634158036,4,3852,0,2025-01-14 00:00:00,104,2024-2025
Heat,1.0458959882026009,3,8855,1,2025-01-13 00:00:00,111,2024-2025
Nuggets,1.1061336785331388,4,2217,0,2025-01-13 00:00:00,100,2024-2025
Warriors,1.1081802715361868,1,5844,1,2025-01-13 00:00:00,128,2024-2025
Lakers,0.8205919531144017,3,6303,0,2025-01-13 00:00:00,103,2024-2025
Nets,1.1307514188932615,5,4758,0,2025-01-13 00:00:00,109,2024-2025
Suns,1.09146159464728,4,5626,1,2025-01-13 00:00:00,128,2024-2025
Bucks,0.8382744667288509,1,7945,0,2025-01-13 00:00:00,125,2024-2025
76ers,1.0316758046722414,1,6600,1,2025-01-13 00:00:00,106,2024-2025
Mavericks,0.9345541430003483,5,9367,0,2025-01-13 00:00:00,86,2024-2025
Celtics,0.865969374374419,1,3625,1,2025-01-13 00:00:00,120,2024-2025
Mavericks,0.8649379498659336,1,6523,0,2025-01-12 00:00:00,86,2024-2025
Warriors,1.0515750915550566,4,7686,1,2025-01-12 00:00:00,118,2024-2025
Heat,0.9127051535246278,1,5451,1,2025-01-12 00:00:00,112,2024-2025
Nuggets,1.0197643828316867,3,9031,1,2025-01-12 00:00:00,124,2024-2025
Nets,0.8612045302839977,4,4753,0,2025-01-12 00:00:00,100,2024-2025
76ers,1.025891109359235,2,3396,0,2025-01-12 00:00:00,112,2024-2025
Lakers,1.1413482440100489,3,4694,0,2025-01-12 00:00:00,124,2024-2025
Suns,0.8167137772179484,4,1803,1,2025-01-12 00:00:00,127,2024-2025
Nets,0.8951530331744924,4,6233,1,2025-01-11 00:00:00,116,2024-2025
76ers,1.0687299547125502,5,1962,0,2025-01-11 00:00:00,104,2024-2025
Bucks,1.0213785688844743,5,6155,1,2025-01-11 00:00:00,127,2024-2025
Suns,1.010082350095785,5,5369,1,2025-01-11 00:00:00,105,2024-2025
Lakers,0.8909316344809104,3,7835,0,2025-01-11 00:00:00,89,2024-2025
Warriors,0.8399750549262072,2,1205,0,2025-01-11 00:00:00,114,2024-2025
Celtics,1.0767806879014916,5,1201,0,2025-01-11 00:00:00,111,2024-2025
Mavericks,0.9304370362664607,5,2331,1,2025-01-11 00:00:00,114,2024-2025
Nuggets,0.8647835404625365,3,1972,0,2025-01-11 00:00:00,114,2024-2025
Heat,0.8222868898068046,3,7265,1,2025-01-11 00:00:00,120,2024-2025
Heat,1.1232522776036207,5,5018,0,2025-01-10 00:00:00,101,2024-2025
Nuggets,0.9389382569506871,1,4212,1,2025-01-10 00:00:00,101,2024-2025
Celtics,0.8790614001697893,3,5564,0,2025-01-10 00:00:00,98,2024-2025
76ers,1.139458153551305,2,7206,0,2025-01-10 00:00:00,118,2024-2025
Nets,1.007497624608222,2,2457,1,2025-01-10 00:00:00,120,2024-2025
Warriors,1.0651135485025445,2,9535,1,2025-01-10 00:00:00,102,2024-2025
Lakers,0.8864076429159659,1,4234,0,2025-01-10 00:00:00,109,2024-2025
Suns,1.0384820333152713,4,7066,1,2025-01-10 00:00:00,114,2024-2025
Mavericks,0.9653603874574364,4,6449,0,2025-01-10 00:00:00,91,2024-2025
Bucks,0.9196763361308684,4,1217,1,2025-01-10 00:00:00,129,2024-2025
Nuggets,1.0372550505247038,5,7559,1,2025-01-09 00:00:00,114,2024-2025
Heat,0.9704505903164259,2,8933,0,2025-01-09 00:00:00,87,2024-2025
Mavericks,0.9077318049836397,4,3226,1,2025-01-09 00:00:00,108,2024-2025
Lakers,0.9227617318667665,2,4607,0,2025-01-09 00:00:00,107,2024-2025
Suns,0.8999376664801714,2,5085,1,2025-01-09 00:00:00,124,2024-2025
Warriors,0.9709975003752473,2,5707,0,2025-01-09 00:00:00,96,2024-2025
Nets,0.8328457783742665,1,8758,0,2025-01-09 00:00:00,122,2024-2025
Bucks,0.9963145454107758,1,1228,1,2025-01-09 00:00:00,128,2024-2025
Nuggets,1.04434637289455,5,5996,0,2025-01-08 00:00:00,104,2024-2025
Bucks,1.148425233211801,3,3123,0,2025-01-08 00:00:00,109,2024-2025
Heat,0.8213205923657434,5,2329,1,2025-01-08 00:00:00,122,2024-2025
Celtics,0.9050672213280992,5,4141,0,2025-01-08 00:00:00,90,2024-2025
Warriors,0.8550392572425736,2,7294,1,2025-01-08 00:00:00,92,2024-2025
Lakers,0.8462733265245254,1,4974,1,2025-01-08 00:00:00,108,2024-2025
76ers,0.9088876645537525,4,9091,1,2025-01-08 00:00:00,105,2024-2025
Mavericks,1.0668657801571029,1,5035,1,2025-01-08 00:00:00,111,2024-2025
Suns,0.8243910313249628,4,2864,0,2025-01-08 00:00:00,97,2024-2025
Nets,0.8495779970264272,5,9977,0,2025-01-08 00:00:00,90,2024-2025
Lakers,0.9196716974669615,2,1521,1,2025-01-07 00:00:00,99,2024-2025
Warriors,1.133318979581977,2,3049,1,2025-01-07 00:00:00,94,2024-2025
Heat,0.9759150113544424,4,4693,1,2025-01-07 00:00:00,106,2024-2025
76ers,0.9280736383552204,3,3168,0,2025-01-07 00:00:00,86,2024-2025
Bucks,1.0364859133252398,5,7862,0,2025-01-07 00:00:00,93,2024-2025
Celtics,1.0505873717808407,3,9018,0,2025-01-07 00:00:00,94,2024-2025
Suns,1.1757579578011912,4,2668,1,2025-01-07 00:00:00,109,2024-2025
Mavericks,1.0380853268890529,1,3911,0,2025-01-07 00:00:00,86,2024-2025
Nets,1.0392508391321058,4,3467,1,2025-01-06 00:00:00,129,2024-2025
Warriors,1.1518512834293433,2,4845,0,2025-01-06 00:00:00,127,2024-2025
Heat,1.1377576964815188,1,5320,0,2025-01-06 00:00:00,90,2024-2025
Bucks,1.1755253464888127,3,7447,1,2025-01-06 00:00:00,93,2024-2025
76ers,0.9046818853163571,1,1621,1,2025-01-06 00:00:00,111,2024-2025
Lakers,1.0936098492777746,2,1291,0,2025-01-06 00:00:00,120,2024-2025
Nuggets,0.8359666013945358,3,3281,0,2025-01-06 00:00:00,85,2024-2025
Mavericks,0.9912842290758257,4,6670,0,2025-01-06 00:00:00,90,2024-2025
Suns,0.8987398893196877,5,6738,1,2025-01-06 00:00:00,115,2024-2025
Celtics,0.8496465943812703,4,2497,1,2025-01-06 00:00:00,121,2024-2025
Warriors,0.9962730716321382,2,9251,0,2025-01-05 00:00:00,85,2024-2025
Lakers,0.9323098427669301,2,6469,0,2025-01-05 00:00:00,105,2024-2025
Celtics,1.168306533127201,3,1731,1,2025-01-05 00:00:00,100,2024-2025
Suns,0.9785221938091858,3,1420,0,2025-01-05 00:00:00,87,2024-2025
Nuggets,0.9546367875152051,1,3861,1,2025-01-05 00:00:00,112,2024-2025
Bucks,0.8567699804829593,2,7785,1,2025-01-05 00:00:00,114,2024-2025
Nets,0.8550033636807314,5,9016,0,2025-01-05 00:00:00,89,2024-2025
Mavericks,1.0622358777789367,5,9151,1,2025-01-05 00:00:00,119,2024-2025
Celtics,0.9229658245325747,5,2188,0,2025-01-04 00:00:00,114,2024-2025
Heat,1.0508178754332116,5,4235,1,2025-01-04 00:00:00,127,2024-2025
Warriors,0.8721839036004967,3,9767,1,2025-01-04 00:00:00,127,2024-2025
Nuggets,0.9118961968396746,5,3303,0,2025-01-04 00:00:00,110,2024-2025
Suns,0.8905645584818449,2,2465,0,2025-01-04 00:00:00,110,2024-2025
Nets,0.8075916033756456,3,1550,1,2025-01-04 00:00:00,116,2024-2025
Bucks,1.0244493899954605,4,9763,0,2025-01-04 00:00:00,88,2024-2025
76ers,0.8016919348918908,3,7201,1,2025-01-04 00:00:00,112,2024-2025
Nets,0.9717251124691557,2,8398,1,2025-01-03 00:00:00,122,2024-2025
Suns,1.0037482024239464,3,8606,0,2025-01-03 00:00:00,85,2024-2025
Warriors,1.1281386450487585,5,5229,1,2025-01-03 00:00:00,118,2024-2025
Heat,0.9518345668461711,4,6238,0,2025-01-03 00:00:00,101,2024-2025
Bucks,1.1832181169155056,2,4302,1,2025-01-03 00:00:00,114,2024-2025
Lakers,0.9538912915983484,4,2187,0,2025-01-03 00:00:00,107,2024-2025
Mavericks,0.8198750139575268,2,7384,1,2025-01-03 00:00:00,117,2024-2025
Celtics,0.8905612444303338,4,7456,0,2025-01-03 00:00:00,96,2024-2025
Nuggets,0.9320093094306666,3,9763,1,2025-01-03 00:00:00,123,2024-2025
76ers,1.1080538325919371,5,6994,0,2025-01-03 00:00:00,111,2024-2025
Lakers,1.0775902649607172,1,3649,1,2025-01-02 00:00:00,105,2024-2025
Celtics,1.088399557954118,5,5474,0,2025-01-02 00:00:00,90,2024-2025
Suns,0.9143445845675647,2,8453,1,2025-01-02 00:00:00,106,2024-2025
76ers,1.017002249657543,1,1360,0,2025-01-02 00:00:00,87,2024-2025
Nuggets,0.9385239629828459,3,9695,0,2025-01-02 00:00:00,92,2024-2025
Nets,1.0381718976647252,2,6616,1,2025-01-02 00:00:00,121,2024-2025
Mavericks,0.9423161762573073,1,9387,1,2025-01-02 00:00:00,127,2024-2025
Heat,1.1404779173943775,4,3238,0,2025-01-02 00:00:00,99,2024-2025
Nets,0.8536926570313386,5,3587,1,2025-01-01 00:00:00,125,2024-2025
Warriors,1.0924051515111302,5,2134,0,2025-01-01 00:00:00,119,2024-2025
Mavericks,1.0591867477664911,1,5275,1,2025-01-01 00:00:00,114,2024-2025
Heat,1.0662785018017693,4,3286,0,2025-01-01 00:00:00,99,2024-2025
Nuggets,0.8627205456378265,2,9132,0,2025-01-01 00:00:00,91,2024-2025
Suns,1.1052891744340871,4,7807,1,2025-01-01 00:00:00,121,2024-2025
Celtics,1.176833854277222,2,4254,1,2025-01-01 00:00:00,129,2024-2025
76ers,1.1883842787544285,1,7016,0,2025-01-01 00:00:00,94,2024-2025
Lakers,0.9850981116872769,2,9917,0,2025-01-01 00:00:00,93,2024-2025
Bucks,0.8743953132397583,1,7858,1,2025-01-01 00:00:00,124,2024-2025
Nets,1.1878488725109833,4,7997,1,2024-12-31 00:00:00,102,2024-2025
Heat,1.1037037323903087,5,2109,0,2024-12-31 00:00:00,99,2024-2025
Celtics,1.0276622696933497,5,4236,1,2024-12-31 00:00:00,88,2024-2025
Warriors,0.9018563268624705,4,2401,0,2024-12-31 00:00:00,87,2024-2025
Nuggets,0.9661601552215029,1,2780,0,2024-12-31 00:00:00,111,2024-2025
76ers,0.8129481744353177,4,7261,1,2024-12-31 00:00:00,121,2024-2025
Mavericks,0.9698954292436011,3,6819,0,2024-12-31 00:00:00,90,2024-2025
Lakers,0.8568753186741751,3,9723,1,2024-12-31 00:00:00,114,2024-2025
Bucks,0.8846946628804336,4,3306,1,2024-12-31 00:00:00,120,2024-2025
Suns,1.092447655356084,4,5505,0,2024-12-31 00:00:00,115,2024-2025
Suns,1.070675147856372,5,4943,1,2024-12-30 00:00:00,111,2024-2025
Celtics,0.9607340307625165,3,5576,0,2024-12-30 00:00:00,117,2024-2025
Mavericks,0.8051169908381219,5,1959,1,2024-12-30 00:00:00,125,2024-2025
Heat,0.9226088462560555,3,1511,0,2024-12-30 00:00:00,99,2024-2025
Nets,0.9397209699731249,4,9211,1,2024-12-30 00:00:00,101,2024-2025
Nuggets,1.1049372452650357,2,6766,0,2024-12-30 00:00:00,90,2024-2025
76ers,1.005588184433448,3,5046,1,2024-12-30 00:00:00,112,2024-2025
Lakers,1.1968521304837736,2,2512,0,2024-12-30 00:00:00,109,2024-2025
76ers,0.8964063834958507,2,9413,1,2024-12-29 00:00:00,124,2024-2025
Nets,0.8931861600036551,4,9149,0,2024-12-29 00:00:00,105,2024-2025
Heat,0.9383406296834875,1,5801,0,2024-12-29 00:00:00,91,2024-2025
Celtics,0.9844968027479661,1,8918,1,2024-12-29 00:00:00,105,2024-2025
Suns,0.8621675583707683,2,9580,0,2024-12-29 00:00:00,90,2024-2025
Mavericks,0.982735815391639,3,1905,0,2024-12-29 00:00:00,90,2024-2025
Lakers,1.171640083670271,1,5258,1,2024-12-29 00:00:00,129,2024-2025
Nuggets,1.00348886231608,3,6605,0,2024-12-29 00:00:00,120,2024-2025
Bucks,1.1131244330816126,2,6601,0,2024-12-28 00:00:00,104,2024-2025
Nets,1.1474974125755804,3,3353,0,2024-12-28 00:00:00,114,2024-2025
Suns,1.1078241579124664,3,8540,1,2024-12-28 00:00:00,121,2024-2025
76ers,1.0007190666783137,1,3121,0,2024-12-28 00:00:00,123,2024-2025
Heat,0.8750451593851882,3,2493,1,2024-12-28 00:00:00,125,2024-2025
Nuggets,1.1629540790034953,1,1948,1,2024-12-28 00:00:00,128,2024-2025
Celtics,1.168946354512509,3,3154,1,2024-12-28 00:00:00,109,2024-2025
Warriors,0.9822722769658636,5,1239,0,2024-12-28 00:00:00,87,2024-2025
Nets,1.0923032386821547,1,7626,0,2024-12-27 00:00:00,91,2024-2025
Suns,0.9794237762900393,5,7697,1,2024-12-27 00:00:00,108,2024-2025
76ers,1.095625034159487,1,7687,1,2024-12-27 00:00:00,116,2024-2025
Bucks,1.1791396908918728,5,4941,0,2024-12-27 00:00:00,109,2024-2025
Warriors,1.0605896440768319,2,8461,0,2024-12-27 00:00:00,104,2024-2025
Mavericks,1.158011958741372,1,5148,1,2024-12-27 00:00:00,116,2024-2025
Nuggets,0.8247744229762465,3,1663,1,2024-12-27 00:00:00,120,2024-2025
Celtics,0.8582362289358215,1,7625,0,2024-12-27 00:00:00,114,2024-2025
Lakers,1.0040892733041153,2,1331,1,2024-12-26 00:00:00,106,2024-2025
76ers,0.8056161046736772,4,6474,0,2024-12-26 00:00:00,97,2024-2025
Nuggets,0.9691861551440882,3,1670,0,2024-12-26 00:00:00,95,2024-2025
Nets,0.9292981327258403,2,5364,1,2024-12-26 00:00:00,101,2024-2025
Heat,0.9155870881167757,2,6840,0,2024-12-26 00:00:00,89,2024-2025
Warriors,0.8971808591689129,2,7828,1,2024-12-26 00:00:00,125,2024-2025
Mavericks,1.1999450444671487,1,3020,0,2024-12-26 00:00:00,118,2024-2025
Celtics,0.9706559869140595,3,5955,1,2024-12-26 00:00:00,124,2024-2025
Suns,1.0203321025555625,3,4578,1,2024-12-26 00:00:00,127,2024-2025
Bucks,1.0063432863974087,2,8266,0,2024-12-26 00:00:00,105,2024-2025
Lakers,1.0701380068196868,2,5698,0,2024-12-25 00:00:00,102,2024-2025
Nuggets,1.1100904437570538,3,6040,1,2024-12-25 00:00:00,115,2024-2025
Mavericks,1.1874558206048949,3,3438,0,2024-12-25 00:00:00,99,2024-2025
Bucks,1.1607987388266507,3,7664,1,2024-12-25 00:00:00,101,2024-2025
Suns,0.8208841505953732,4,2712,0,2024-12-25 00:00:00,95,2024-2025
Celtics,0.8610724412067441,3,2074,1,2024-12-25 00:00:00,123,2024-2025
Heat,1.0272655601437812,3,3385,0,2024-12-25 00:00:00,95,2024-2025
Warriors,1.1716493201956408,2,2267,1,2024-12-25 00:00:00,121,2024-2025
Lakers,0.8270912631077432,1,5630,1,2024-12-24 00:00:00,128,2024-2025
Warriors,0.8752106734545267,2,2540,1,2024-12-24 00:00:00,109,2024-2025
Bucks,1.1441036619307707,1,7943,1,2024-12-24 00:00:00,111,2024-2025
